sumo_id,from,to,priority,type,speed,lanes_x,allow,disallow,shape,osmid,has_traffic_light,highway,maxspeed,lanes_y,length
156460683#4,430938459,2962481964,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3502.11, 4116.03), (3501.3, 4081.03), (3499.28, 3997.98)]",156460683.0,0,residential,,1,118.08393389442764
156460683#5,2962481964,423416419,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156460683.0,0,residential,,1,
156460683#6,423416419,423418300,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3504.79, 3882.5), (3509.21, 3747.5), (3511.23, 3719.1)]",156460683.0,0,residential,,1,163.54408505636619
156460683#7,423418300,3340881666,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156460683.0,0,residential,,1,
156460683#8,3340881666,430939369,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3512.68, 3712.53), (3522.27, 3679.03), (3534.68, 3651.3), (3539.71, 3638.4), (3537.96, 3631.96), (3533.86, 3616.44)]",156460683.0,0,residential,,1,101.79784007650031
156460691,1687124699,1687124677,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156460691.0,0,residential,,,
156466987,441268018,1687165259,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466987.0,0,residential,,,
156466988#0,423401224,1687165289,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466988.0,0,residential,,,
156466988#1,1687165289,1687165247,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466988.0,0,residential,,,
156466988#2,1687165247,1687165279,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466988.0,0,residential,,,
156466988#3,1687165279,1687165295,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466988.0,0,residential,,,
156466990,1687165238,1687165289,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466990.0,0,residential,,,
156466992#0,1687165293,1687165279,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3055.55, 3130.33), (3043.58, 3146.84), (3037.32, 3152.21)]",156466992.0,0,residential,,,28.640366899988983
156466992#1,1687165279,1687165299,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466992.0,0,residential,,,
156466993,1687165284,10944806736,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3068.03, 3036.59), (3065.24, 3040.72), (3048.2, 3075.05)]",156466993.0,0,residential,,,43.31044284608749
156466994#0,423401245,1687165253,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466994.0,0,residential,,,
156466994#1,1687165253,1687165286,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466994.0,0,residential,,,
156466994#2,1687165286,1687165265,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466994.0,0,residential,,,
156466996#0,1687165261,1687165286,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466996.0,0,residential,,,
156466996#1,1687165286,1687165249,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466996.0,0,residential,,,
156466997#0,423401233,1687165292,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466997.0,0,residential,,,
156466997#1,1687165292,1687165261,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466997.0,0,residential,,,
156466997#2,1687165261,1687165299,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466997.0,0,residential,,,
156466997#3,1687165299,1687165275,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466997.0,0,residential,,,
156466999#0,1687165258,1687165273,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3098.98, 3044.28), (3091.48, 3062.63), (3090.66, 3070.52), (3096.89, 3098.36)]",156466999.0,0,residential,,,56.284586317688635
156466999#1,1687165273,3400054736,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466999.0,0,residential,,,
156467000#0,1687165260,10944806738,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3137.57, 3088.68), (3113.38, 3054.53), (3109.69, 3050.06)]",156467000.0,0,residential,,,47.64576742259366
156467000#1,10944806738,1687165258,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3109.69, 3050.06), (3108.06, 3048.08), (3098.98, 3044.28)]",156467000.0,0,residential,,,12.407713674940794
156467000#2,1687165258,1687165284,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156467000.0,0,residential,,,
156467000#3,1687165284,10942461888,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3068.03, 3036.59), (3001.29, 3022.43), (2999.9, 3027.12)]",156467000.0,0,residential,,,73.11725110380713
156467000#4,10942461888,423400279,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2999.9, 3027.12), (2988.98, 3063.93), (2986.82, 3071.22)]",156467000.0,0,residential,,,45.99887425104153
156467655#0,1687172883,1687165297,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156467655.0,0,residential,,,
156467655#1,1687165297,1687165255,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3168.49, 3002.54), (3163.4, 2988.12), (3147.55, 2992.01), (3131.45, 3012.47), (3144.6, 3041.72), (3164.94, 3072.74)]",156467655.0,0,residential,,,126.81123844774835
156467656#0,1687172877,1687172880,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3253.24, 3091.58), (3257.95, 3107.65), (3249.2, 3113.23), (3238.33, 3121.29), (3226.06, 3129.58)]",156467656.0,0,residential,,,55.46402943073735
156467656#1,1687172880,1675788417,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3226.06, 3129.58), (3208.54, 3140.42), (3187.12, 3153.36), (3154.41, 3153.33)]",156467656.0,0,residential,,,78.33753103456625
156467657,1687172869,1687172880,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156467657.0,0,residential,,,
156467658,1687165297,429505284,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3168.49, 3002.54), (3171.39, 3021.1), (3188.1, 3047.9)]",156467658.0,0,residential,,,50.36785134909863
156480735,1687286991,1687286640,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156480735.0,0,residential,,,
156480737#0,1687286681,430912815,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156480737.0,0,residential,,,
156480737#1,430912815,1687286638,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3871.04, 3004.66), (3884.49, 3038.34), (3901.3, 3077.02)]",156480737.0,0,residential,,,78.44116155190477
156480737#2,1687286638,430912563,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3901.3, 3077.02), (3905.28, 3084.45), (3933.04, 3185.43)]",156480737.0,0,residential,,,113.15504233958582
156480737#3,430912563,9442763149,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156480737.0,0,residential,,,
156480752,1687286936,1687286932,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3837.52, 2772.48), (3833.61, 2774.26), (3768.92, 2803.97)]",156480752.0,0,residential,,,75.48233891433885
156480755,1687286680,1687286638,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3941.79, 2982.92), (3950.47, 3033.64), (3939.37, 3035.97), (3941.07, 3059.66), (3935.5, 3066.14), (3907.24, 3075.31), (3901.3, 3077.02)]",156480755.0,0,residential,,,130.98687771954297
156489081,1687350531,1687350498,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156489081.0,0,residential,,,
156489084#0,1687339920,1687350488,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156489084.0,0,residential,,,
156489084#1,1687350488,429500997,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156489084.0,0,residential,,,
157553231,8176004097,1697838076,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4197.92, 2720.1), (4195.65, 2728.59), (4194.57, 2732.62), (4192.38, 2740.81), (4191.54, 2743.97)]",157553231.0,0,tertiary,,,24.70792381102866
157553237#0,431334405,423353683,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,157553237.0,0,tertiary,50,,
157553237#1,423353683,423353686,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4237.36, 2538.19), (4240.72, 2549.6), (4271.47, 2618.57), (4275.89, 2628.12)]",157553237.0,1,tertiary,50,,97.93208708307976
157553239,1697838110,1697838058,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4164.43, 2511.38), (4166.21, 2504.2), (4167.69, 2499.21)]",157553239.0,0,residential,,,12.602204381354486
157555049,1697857756,1697857764,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,157555049.0,0,residential,,,
157555050#0,429655343,3750161861,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,157555050.0,0,residential,,,
157555050#1,3750161861,3750161860,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,157555050.0,0,residential,,,
157555050#2,3750161860,3750161859,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,157555050.0,0,residential,,,
157555050#3,3750161859,3750161858,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,157555050.0,0,residential,,,
157555050#4,3750161858,11235438021,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,157555050.0,0,residential,,,
157555050#5,11235438021,1697857767,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,157555050.0,0,residential,,,
157574535,1698115602,429478936,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,,157574535.0,0,tertiary,,,
157574536#0,1663593216,431334404,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4294.8, 2467.27), (4288.59, 2478.82), (4280.02, 2491.11)]",157574536.0,0,tertiary,50,,28.096560608239145
157574536#1,431334404,1663672756,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,,157574536.0,0,tertiary,50,,
157574536#2,1663672756,431334405,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4262.97, 2508.05), (4244.46, 2527.64), (4241.32, 2533.11)]",157574536.0,0,tertiary,50,,33.258768384536324
157574537#0,1663593022,3974640283,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,157574537.0,0,residential,,,
157574537#1,3974640283,423353681,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4156.76, 2453.33), (4152.2, 2469.34), (4147.85, 2490.48), (4146.13, 2501.84), (4146.13, 2502.42), (4146.16, 2508.51)]",157574537.0,0,residential,,,56.389191968792986
159922661,430960036,430928663,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3574.45, 3160.33), (3575.22, 3164.79), (3574.4, 3187.11), (3572.84, 3195.46)]",159922661.0,0,residential,,,35.35551287637065
159922662#0,3340881407,430941464,4,highway.unclassified,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,,159922662.0,0,unclassified,30,2,
159922662#1,430941464,430942872,4,highway.unclassified,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,,159922662.0,0,unclassified,30,2,
159922662#2,430942872,2281206273,4,highway.unclassified,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,,159922662.0,0,unclassified,30,2,
159922662#3,2281206273,1687124696,4,highway.unclassified,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3817.24, 3317.6), (3823.71, 3316.62), (3827.23, 3316.43), (3830.61, 3316.82)]",159922662.0,0,unclassified,30,2,13.47134830768186
159922662#4,1687124696,3340881378,4,highway.unclassified,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3830.61, 3316.82), (3833.99, 3318.11), (3836.59, 3320.67), (3838.69, 3329.03)]",159922662.0,0,unclassified,30,2,15.88630539230246
159922990,7257331823,621155618,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,159922990.0,0,residential,,,
165073109#0,1767285014,1767285015,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2574.65, 692.39), (2563.89, 687.01), (2526.36, 675.74), (2501.01, 672.73)]",165073109.0,0,secondary,,,76.74375303143471
165073109#1,1767285015,1767284983,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2501.01, 672.73), (2488.56, 671.25), (2469.1, 671.86)]",165073109.0,0,secondary,,,32.00721756097416
165073109#2,1767284983,2511985615,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2469.1, 671.86), (2457.82, 672.22), (2430.29, 676.45), (2397.98, 685.62), (2386.2, 689.29)]",165073109.0,0,secondary,,,85.06334991899858
165073109#3,2511985615,630973547,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2386.2, 689.29), (2355.62, 698.8), (2321.28, 707.84), (2271.02, 715.86), (2231.02, 718.28), (2205.02, 721.05), (2181.45, 724.32), (2150.0, 728.65), (2120.84, 730.61), (2097.53, 731.03), (2081.84, 730.27), (2064.09, 725.98), (2044.86, 719.48), (2032.86, 712.84), (2021.8, 703.52), (2014.3, 695.4), (2008.2, 685.9), (2003.89, 674.83), (2001.76, 660.01), (2002.4, 646.2), (2005.22, 632.99), (2007.85, 617.01), (2008.7, 602.4), (2006.38, 587.79), (2000.89, 571.98), (1990.65, 556.34), (1970.88, 533.86), (1932.22, 491.88), (1895.73, 453.25), (1869.89, 426.7), (1856.85, 418.57), (1840.13, 415.16), (1824.47, 416.52)]",165073109.0,0,secondary,,,758.1035512849223
165166443,1767285019,1767285017,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2562.87, 656.13), (2546.64, 651.72), (2532.96, 645.45), (2522.13, 639.98), (2513.99, 634.92)]",165166443.0,0,residential,,,53.58443757470426
165166445#0,1767285026,1767285017,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2528.64, 594.8), (2528.17, 600.22), (2527.01, 606.44), (2525.6, 613.35), (2522.96, 619.16), (2518.02, 627.73), (2513.99, 634.92)]",165166445.0,0,residential,,,43.33587197636287
165166445#1,1767285017,1767285015,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2513.99, 634.92), (2508.86, 642.7), (2505.86, 651.17), (2502.65, 662.81), (2501.01, 672.73)]",165166445.0,0,residential,,,40.43383346518944
165166451#0,1767285014,5263712550,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2574.65, 692.39), (2576.6, 688.95), (2582.78, 677.32), (2583.96, 674.7)]",165166451.0,0,residential,,,19.997730870750907
165166451#1,5263712550,9453488994,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2583.96, 674.7), (2588.17, 665.3), (2589.78, 661.23)]",165166451.0,0,residential,,,14.676584616736964
165166451#2,9453488994,11504401229,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2589.78, 661.23), (2597.37, 642.04), (2605.36, 621.34), (2612.36, 602.42), (2616.74, 593.95), (2618.19, 591.64), (2630.47, 577.02), (2644.59, 561.08), (2653.92, 552.63), (2662.39, 550.18), (2672.74, 550.52), (2691.3, 551.08), (2713.13, 549.88), (2731.75, 546.79), (2752.76, 540.36), (2770.15, 536.56), (2780.89, 537.5), (2793.09, 541.78), (2801.25, 546.26), (2810.8, 556.11)]",165166451.0,0,residential,,,293.2261385658647
165167208#0,1767302227,1767300988,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3066.82, 738.33), (3058.66, 736.02), (3037.57, 726.38), (3011.09, 711.28), (2987.98, 697.17), (2964.48, 681.3), (2943.15, 667.6), (2921.82, 652.91), (2895.63, 635.05)]",165167208.0,0,unclassified,,,200.5359184747561
165167208#1,1767300988,1767284959,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2895.63, 635.05), (2887.44, 629.36), (2876.4, 621.95), (2864.36, 612.23), (2857.99, 607.32)]",165167208.0,0,unclassified,,,46.78534863415662
165168534#0,1767300992,10116093221,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2823.71, 627.28), (2834.11, 633.02), (2835.96, 634.04), (2845.53, 640.28), (2854.53, 646.15), (2872.7, 657.27), (2875.68, 657.87), (2877.57, 657.6)]",165168534.0,0,residential,,,62.412811748729986
165168534#1,10116093221,1767300988,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2877.57, 657.6), (2879.63, 657.3), (2883.21, 654.34), (2887.34, 648.33), (2892.32, 640.85), (2895.63, 635.05)]",165168534.0,0,residential,,,29.6833748435752
165170673#0,9897124731,1767322319,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,165170673.0,0,residential,,,
165170673#1,1767322319,12384641099,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,165170673.0,0,residential,,,
165170673#2,12384641099,9897124734,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,165170673.0,0,residential,,,
165170681#0,1767323500,5862209908,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3508.1, 1085.03), (3471.34, 1075.33), (3446.01, 1074.05), (3425.98, 1077.68)]",165170681.0,0,residential,,,83.73684574889312
165170681#1,5862209908,1767335324,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3425.98, 1077.68), (3419.02, 1078.54), (3405.54, 1081.82)]",165170681.0,0,residential,,,20.886243423672155
165170683#0,1767322283,12384666217,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3223.83, 1109.29), (3238.64, 1091.83), (3239.13, 1091.43)]",165170683.0,0,residential,,,23.52768035775726
165170683#1,12384666217,12384666209,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,165170683.0,0,residential,,,
165170683#2,12384666209,12384666203,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3241.12, 1089.8), (3246.11, 1085.74), (3255.55, 1082.04)]",165170683.0,0,residential,,,16.572227414462507
165170683#3,12384666203,9897124731,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,165170683.0,0,residential,,,
165170684#0,1767335334,1767349705,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3576.39, 1393.79), (3583.81, 1378.94), (3588.51, 1371.08), (3600.54, 1353.74), (3615.25, 1336.42), (3629.55, 1325.03), (3633.08, 1322.44), (3638.98, 1318.82)]",165170684.0,0,residential,,,99.16872878249936
165170684#1,1767349705,1767322317,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3638.98, 1318.82), (3642.65, 1316.4), (3654.21, 1297.1)]",165170684.0,0,residential,,,26.893245985459984
165170685#0,1767322357,3254769376,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3531.18, 1092.56), (3548.91, 1099.07), (3579.31, 1108.51), (3616.48, 1120.1), (3628.7, 1127.62)]",165170685.0,0,residential,,,104.0028484278711
165170685#1,3254769376,1767322362,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3628.7, 1127.62), (3637.01, 1136.76), (3642.57, 1146.14), (3650.24, 1196.61)]",165170685.0,0,residential,,,74.30648299407792
165170686,1767322362,1767322357,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3647.15, 1197.36), (3640.81, 1175.85), (3630.6, 1156.47), (3620.75, 1143.41), (3604.96, 1132.0), (3591.92, 1125.13), (3564.64, 1113.19), (3547.2, 1104.44), (3541.72, 1101.65), (3529.85, 1095.43)]",165170686.0,0,residential,,,163.7488136085476
165170815#0,1767323508,1767332363,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3361.34, 781.76), (3352.08, 786.69), (3342.94, 794.94), (3335.36, 808.73), (3330.14, 827.65), (3328.12, 839.49), (3329.66, 849.76), (3333.59, 858.47), (3347.38, 875.49), (3358.04, 886.58), (3363.15, 894.11), (3365.11, 900.04), (3363.5, 907.92), (3358.71, 916.99), (3342.38, 939.82), (3309.24, 990.71)]",165170815.0,0,residential,,,249.84963875018767
165170815#1,1767332363,12384666204,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3309.24, 990.71), (3277.47, 1039.45), (3274.28, 1045.75), (3273.85, 1055.23), (3275.38, 1068.27), (3276.96, 1085.59)]",165170815.0,0,residential,,,105.25277930410043
165170816,1767323500,1767323507,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3508.1, 1085.03), (3512.42, 1077.36), (3521.19, 1058.44), (3524.5, 1049.48)]",165170816.0,0,residential,,,39.20851689715698
165170817,1767323507,1767322357,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3524.5, 1049.48), (3525.2, 1059.55), (3530.76, 1094.11)]",165170817.0,0,residential,,,45.098688668318545
165170818#0,1767323508,1767323514,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3361.34, 781.76), (3370.33, 777.67), (3385.78, 774.17), (3410.72, 776.25)]",165170818.0,0,residential,,,50.744715453323664
165170818#1,1767323514,2648687784,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,165170818.0,0,residential,,,
165170818#2,2648687784,1767323497,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3426.59, 779.33), (3441.58, 783.47), (3466.88, 794.43)]",165170818.0,0,residential,,,43.12313110192935
165170818#3,1767323497,2648687795,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3466.88, 794.43), (3483.63, 806.67), (3493.35, 817.18)]",165170818.0,0,residential,,,35.06127758271089
165170818#4,2648687795,1767323498,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3493.35, 817.18), (3498.62, 823.86), (3506.59, 842.36)]",165170818.0,0,residential,,,28.652298622294303
165170818#5,1767323498,3974531813,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3506.59, 842.36), (3512.23, 860.17), (3516.84, 878.9), (3517.97, 891.78)]",165170818.0,0,residential,,,50.90015482410244
165170818#6,3974531813,1767323502,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,165170818.0,0,residential,,,
165170818#7,1767323502,3974531818,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3520.24, 935.67), (3521.46, 960.69), (3522.02, 973.28), (3522.51, 989.08)]",165170818.0,0,residential,,,53.4597709954814
165170818#8,3974531818,1767323507,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3522.51, 989.08), (3524.18, 1028.94), (3524.5, 1049.48)]",165170818.0,0,residential,,,60.43746090035778
165170994#0,1767323508,2648687793,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3361.34, 781.76), (3366.7, 794.83), (3370.43, 801.95), (3379.79, 813.09)]",165170994.0,0,residential,50,,36.714472910281394
165170994#1,2648687793,1767325529,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3379.79, 813.09), (3385.41, 819.77), (3416.15, 857.39), (3430.88, 878.99)]",165170994.0,0,residential,50,,83.45612588417313
165170994#2,1767325529,2648687803,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,165170994.0,0,residential,50,,
165170994#3,2648687803,1767332365,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3433.87, 885.18), (3436.99, 895.58), (3440.3, 910.38), (3440.08, 917.69), (3439.58, 922.09)]",165170994.0,0,residential,50,,37.76516882695193
165170994#4,1767332365,2648687807,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3439.58, 922.09), (3434.05, 940.17), (3424.46, 963.82), (3407.87, 1003.23), (3400.0, 1024.39)]",165170994.0,0,residential,50,,109.76286623663567
165170994#5,2648687807,1767332362,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3400.0, 1024.39), (3397.67, 1030.64), (3394.26, 1047.32)]",165170994.0,0,residential,50,,23.695183732591595
165170994#6,1767332362,1767325521,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3394.26, 1047.32), (3391.62, 1060.22), (3389.93, 1084.2)]",165170994.0,0,residential,50,,37.2068467053951
165171446,1767332356,1767332358,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3336.64, 1066.25), (3354.68, 1039.36), (3363.98, 1024.54)]",165171446.0,0,footway,,,49.877115169327354
165171448#0,1767332362,1767332358,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3394.26, 1047.32), (3374.5, 1032.32), (3363.98, 1024.54)]",165171448.0,0,residential,,,37.892713856798466
165171448#1,1767332358,1767332363,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3363.98, 1024.54), (3352.79, 1016.45), (3336.59, 1006.12), (3309.24, 990.71)]",165171448.0,0,residential,,,64.41389342046139
165171782,1767335350,1767335325,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,165171782.0,0,residential,,,
165171783#0,1767335334,1767335353,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3576.39, 1393.79), (3574.18, 1385.64), (3566.85, 1371.67), (3565.25, 1368.6), (3563.93, 1364.8), (3552.58, 1332.04), (3549.17, 1320.17), (3547.17, 1313.22)]",165171783.0,0,residential,,,85.95781989227969
165171783#1,1767335353,1767335357,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,165171783.0,0,residential,,,
165171783#2,1767335357,1767335324,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3547.27, 1307.35), (3555.64, 1299.19), (3579.05, 1279.05), (3581.25, 1276.04), (3584.61, 1273.93), (3587.41, 1268.02), (3587.74, 1258.12), (3580.01, 1236.02), (3573.36, 1213.1), (3568.5, 1198.74), (3554.04, 1192.1), (3526.03, 1180.4), (3502.25, 1171.78), (3482.88, 1163.8), (3469.06, 1154.66), (3457.23, 1143.97), (3442.76, 1125.98), (3440.67, 1123.38), (3431.55, 1115.1), (3427.27, 1109.51), (3408.59, 1089.99), (3405.54, 1081.82)]",165171783.0,0,residential,,,335.6941711032399
165172163,1767344646,1767322317,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3703.77, 1279.13), (3681.02, 1284.71), (3664.93, 1288.46), (3654.21, 1297.1)]",165172163.0,0,residential,,,53.713909038905136
165172165#0,1767344646,3254769383,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,165172165.0,0,residential,,,
